capitulo,titulo_capitulo,articulo,texto
Capítulo VII,Poder Legislativo,Artículo 263,"- f) Decidir los nombramientos que conforme a esta Constitución corresponda, garantizando un estricto escrutinio de la idoneidad de las candidatas y los candidatos para el cargo correspondiente."
Capítulo VII,Poder Legislativo,Artículo 263,- g) Los demás casos establecidos en esta Constitución.
Capítulo VII,Poder Legislativo,Artículo 263,## La ley
Capítulo VII,Poder Legislativo,Artículo 263,### Artículo 264
Capítulo VII,Poder Legislativo,Artículo 263,Solo en virtud de una ley se puede:
Capítulo VII,Poder Legislativo,Artículo 263,"- a) Crear, modificar y suprimir tributos de cualquier clase o naturaleza y los beneficios tributarios aplicables a estos, determinar su progresión, exenciones y proporcionalidad, sin perjuicio de las excepciones que establezca esta Constitución."
Capítulo VII,Poder Legislativo,Artículo 263,"- b) Autorizar la contratación de empréstitos y otras operaciones que puedan comprometer el crédito y la responsabilidad financiera del Estado, sus organismos y municipalidades, sin perjuicio de lo consagrado respecto de las entidades territoriales y de lo establecido en la letra siguiente. Esta disposición no se aplicará al Banco Central."
Capítulo VII,Poder Legislativo,Artículo 263,"- c) Establecer las condiciones y reglas conforme a las cuales las universidades y las empresas del Estado y aquellas en que este tenga participación puedan contratar empréstitos, los que en ningún caso podrán efectuarse con el Estado, sus organismos y empresas."
Capítulo VII,Poder Legislativo,Artículo 263,"- d) Instituir las normas sobre enajenación de bienes del Estado, de los gobiernos regionales o de las municipalidades y sobre su arrendamiento, títulos habilitantes para su uso o explotación y concesión."
Capítulo VII,Poder Legislativo,Artículo 263,"- e) Regular las capacidades de la defensa nacional, permitir la entrada de tropas extranjeras al territorio de la república y autorizar la salida de tropas nacionales fuera de él."
Capítulo VII,Poder Legislativo,Artículo 263,- f) Establecer o modificar la división política o administrativa del país.
Capítulo VII,Poder Legislativo,Artículo 263,"- g) Señalar el valor, el tipo y la denominación de las monedas y el sistema de pesos y medidas."
Capítulo VII,Poder Legislativo,Artículo 263,"- h) Conceder indultos generales y amnistías, los que no procederán en caso de crímenes de guerra y de lesa humanidad."
Capítulo VII,Poder Legislativo,Artículo 263,"- i) Establecer el sistema de determinación de las remuneraciones de la Presidenta o del Presidente de la República y ministras o ministros de Estado, diputadas y diputados, gobernadoras y gobernadores y representantes regionales."
Capítulo VII,Poder Legislativo,Artículo 263,"- j) Singularizar la ciudad en que debe residir la Presidenta o el Presidente de la República, celebrar sus sesiones el Congreso de Diputadas y Diputados y la Cámara de las Regiones y funcionar la Corte Suprema."
Capítulo VII,Poder Legislativo,Artículo 263,"- k) Autorizar la declaración de guerra, a propuesta de la Presidenta o del Presidente de la República."
Capítulo VII,Poder Legislativo,Artículo 263,- l) Fijar las bases de los procedimientos que rigen los actos de la Administración pública.
Capítulo VII,Poder Legislativo,Artículo 263,"- m) Establecer la creación y modificación de servicios públicos y empleos públicos, sean fiscales, autónomos o de las empresas del Estado, y determinar sus funciones y atribuciones."
Capítulo VII,Poder Legislativo,Artículo 263,"- n) Establecer el régimen jurídico aplicable en materia laboral, sindical, de la huelga y la negociación colectiva en sus diversas manifestaciones, previsional y de seguridad social."
Capítulo VII,Poder Legislativo,Artículo 263,- ñ) Crear loterías y apuestas.
Capítulo VII,Poder Legislativo,Artículo 263,- o) Regular aquellas materias que la Constitución señale como leyes de concurrencia presidencial necesaria.
Capítulo VII,Poder Legislativo,Artículo 263,- p) Regular las demás materias que la Constitución exija que sean establecidas por una ley.
Capítulo VII,Poder Legislativo,Artículo 263,### Artículo 265
Capítulo VII,Poder Legislativo,Artículo 263,1. La Presidenta o el Presidente de la República podrá solicitar autorización al Congreso de Diputadas y Diputados para dictar decretos con fuerza de ley durante un plazo no superior a un año.
Capítulo VII,Poder Legislativo,Artículo 263,"2. Esta delegación no podrá extenderse a derechos fundamentales, nacionalidad, ciudadanía, elecciones y plebiscitos, ni a la organización, atribuciones y régimen de los funcionarios del Sistema Nacional de Justicia, del Congreso de Diputadas y Diputados, de la Cámara de las Regiones, de la Corte Constitucional o de la Contraloría General de la República."
Capítulo VII,Poder Legislativo,Artículo 263,3. La ley delegatoria señalará las materias precisas sobre las que recaerá la delegación y podrá establecer las limitaciones y formalidades que se estimen convenientes.
Capítulo VII,Poder Legislativo,Artículo 263,"4. Sin perjuicio de lo dispuesto en los incisos anteriores, quien ejerza la Presidencia de la República tendrá autorización para fijar el texto refundido, coordinado y sistematizado de las leyes cuando sea conveniente para su mejor ejecución. En ejercicio de esta facultad, podrá introducir los cambios de forma que sean indispensables, sin alterar, en caso alguno, su verdadero sentido y alcance."
Capítulo VII,Poder Legislativo,Artículo 263,"5. A la Contraloría General de la República corresponderá tomar razón de estos decretos con fuerza de ley, debiendo rechazarlos cuando ellos excedan o contravengan la autorización referida."
Capítulo VII,Poder Legislativo,Artículo 263,"6. Los decretos con fuerza de ley estarán sometidos, en cuanto a su publicación, vigencia y efectos, a las mismas normas que rigen para la ley."
Capítulo VII,Poder Legislativo,Artículo 263,7. La ley delegatoria de potestades que correspondan a leyes de acuerdo regional es ley de acuerdo regional.
Capítulo VII,Poder Legislativo,Artículo 263,### Artículo 266
Capítulo VII,Poder Legislativo,Artículo 263,Son leyes de concurrencia presidencial necesaria:
Capítulo VII,Poder Legislativo,Artículo 263,- a) Las que irroguen directamente gastos al Estado.
Capítulo VII,Poder Legislativo,Artículo 263,"- b) Las leyes relacionadas con la administración presupuestaria del Estado, incluyendo las modificaciones de la Ley de Presupuestos."
Capítulo VII,Poder Legislativo,Artículo 263,- c) Las que alteren la división política o administrativa del país.
Capítulo VII,Poder Legislativo,Artículo 263,"- d) Las que impongan, supriman, reduzcan o condonen tributos de cualquier clase o naturaleza, establezcan exenciones o modifiquen las existentes y determinen su forma, proporcionalidad o progresión."
Capítulo VII,Poder Legislativo,Artículo 263,"- e) Las que contraten o autoricen a contratar empréstitos o celebrar cualquier otra clase de operaciones que puedan comprometer la responsabilidad patrimonial del Estado, de los órganos autónomos y condonar, reducir o modificar obligaciones, intereses u otras cargas financieras de cualquier naturaleza establecidas en favor del fisco o de los organismos o entidades referidos sin perjuicio de lo dispuesto en la letra c) del artículo 264."
Capítulo VII,Poder Legislativo,Artículo 263,"- f) Regular las capacidades de la defensa nacional, permitir la entrada de tropas extranjeras al territorio de la república y autorizar la salida de tropas nacionales fuera de él."
Capítulo VII,Poder Legislativo,Artículo 263,### Artículo 267
Capítulo VII,Poder Legislativo,Artículo 263,1. Las leyes de concurrencia presidencial necesaria pueden tener su origen en un mensaje o en una moción.
Capítulo VII,Poder Legislativo,Artículo 263,"2. La moción deberá ser patrocinada por no menos de un cuarto y no más de un tercio de las diputadas y los diputados o, en su caso, de los representantes regionales en ejercicio, y deberá declarar que se trata de un proyecto de ley de concurrencia necesaria de la Presidencia."
Capítulo VII,Poder Legislativo,Artículo 263,3. Estas mociones deberán presentarse acompañadas de un informe técnico financiero de la Secretaría de Presupuestos que contemple una estimación de gastos y origen del financiamiento.
Capítulo VII,Poder Legislativo,Artículo 263,"4. Estas leyes solo podrán ser aprobadas si la Presidenta o el Presidente de la República entrega su patrocinio durante la tramitación del proyecto. Podrá patrocinarlo en cualquier momento hasta transcurridos quince días desde que haya sido despachado para su votación en general por la comisión respectiva, y en todo caso, antes de esta. Transcurrido ese plazo sin el patrocinio correspondiente, el proyecto se entenderá desechado y no se podrá insistir en su tramitación."
Capítulo VII,Poder Legislativo,Artículo 263,"5. Quien ejerza la Presidencia de la República siempre podrá retirar su patrocinio. En dicho caso, la tramitación del proyecto no podrá continuar."
